,classification,predictions,dataset_name,row_id,classification,length,row,species,text
7632,key,morphology,fna,600,key,1267,,,"1 Hypophysis ± globose, ovoid, or turbinate, much wider than urn morphology 2 1 Hypophysis umbrelliform, or if globose or narrowly pyriform, not much wider than urn morphology 3 2 Hypophysis yellow or pink, rarely reddish; leaves narrowly oblong-obovate to long- lanceolate; margins spinose-dentate distally; apices slender-acuminate. morphology 1 Splachnum ampullaceum 2 Hypophysis red-purple when moist; leaves ovate to obovate; margins entire; apices blunt, rounded, or obtuse. morphology 2 Splachnum vasculosum 3 Hypophysis umbrelliform, much wider than urn morphology 4 3 Hypophysis spheric, narrowly pyriform, or obovoid, not much wider than urn morphology 5 4 Hypophysis discoid-umbrelliform, yellow; leaf margins serrate to subentire distally. morphology 3 Splachnum luteum 4 Hypophysis convex-umbrelliform, bright magenta red; leaf margins coarsely serrate distally, toothed nearly to base. morphology 4 Splachnum rubrum 5 Setae longer than 1 cm; hypophysis green, red-brown when dry; leaves broadly obovate; apices abruptly short- to long-acuminate. morphology 5 Splachnum sphaericum 5 Setae shorter than 1 cm; hypophysis greenish, dark red or purplish distally; leaves long- lanceolate; apices slenderly long-acuminate. morphology 6 Splachnum pensylvanicum"
3764,taxon_identification,morphology,bc,3800,taxon_identification,33,,Gentiana glauca,glaucous gentian (pale gentian)  
15017,key,morphology,fna,1772,key,900,,,"1 Staminate inflorescences (1–)7–27-flowered, usually without lateral branches, floriferous portion 0.2–2.2 cm morphology 2 1 Staminate inflorescences (12–)18–90(–130)-flowered, laterally branched, floriferous portion 3–7 or (0.5–)1.2–6 cm morphology 3 2 Fruiting peduncles 10–30 mm; staminate corollas 4.2–6.3 mm diam.; anther heads 1.4–2.2(–2.8) mm diam., consistently ciliate. morphology 2 Cyclanthera naudiniana 2 Fruiting peduncles 2–6 mm; staminate corollas 2.5–2.8 mm diam.; anther heads 0.6–0.8 mm diam., glabrous. morphology 3 Cyclanthera gracillima 3 Staminate inflorescences (50–)65–90(–130)-flowered, lateral branches 3–25 mm; terminal leaflet margins coarsely serrate to lobed. morphology 1 Cyclanthera dissecta 3 Staminate inflorescences (12–)18–70-flowered, lateral branches 3–7 mm; terminal leaflet margins shallowly to coarsely serrate but not lobed. morphology 4 Cyclanthera stenura"
10228,taxon_identification,key,bc,5405,taxon_identification,35,,Anemone canadensis,Canada anemone (Canadian anemone)  
15677,taxon_identification,habitat,bc,4730,taxon_identification,18,,Bromus carinatus,California brome  
10077,key,morphology,bc,1617,key,3,,,   
7479,morphology,key,bc,3518,morphology,147,,Pinus contorta,"Leaves Needles in groups of two, usually curved and slightly twisted, 2-7 cm long; deep green in var. contorta, yellowish-green in var. latifolia. "
10272,morphology,key,bc,2335,morphology,16,,Eriogonum ovalifolium,Fruits Achenes. 
6348,key,taxon_identification,bc,440,key,213,,,The following three Bidens species are most easily confused. The following key was developed to aid in identification of Bidens amplissima and to separate it from the two similar species (Ganders et al. 2003).    
18918,key,morphology,fna,2285,key,143,,,1 Column 13–19 mm; lip 21–33(–38) mm. morphology 1 Cleistes bifaria 1 Column 21–25(–29) mm; lip (26–)34–55 mm. morphology 2 Cleistes divaricata
1703,morphology,key,fna,6008,morphology,68,,,Leaf blades essentially unlobed to lobed ca. 1/4 distance to midrib.
13777,taxon_identification,habitat,bc,4313,taxon_identification,28,,Callitriche terrestris,terrestrial water-starwort  
9944,key,morphology,fna,1566,key,316,,,"1 Leaves broadly lanceolate to ovate, tubulose and stiff, distal margins 1-stratose, monoicous, commonly fruiting. morphology 1 Hennediella heimii 1 Leaves broadly elliptic to obovate, flat and lax, distal margins 2-stratose, dioicous, sporophytes unknown in area of the flora. morphology 2 Hennediella stanfordensis"
3639,key,morphology,budds,180,key,105,137.0,,"Fronds short-stalked or stalkless, floating L. minor

Fronds long-stalked, usually submerged L. trisulca
"
16664,key,taxon_identification,bc,1204,key,19,,,KEY TO MALVACEAE   
18967,taxon_identification,habitat,bc,4685,taxon_identification,18,,Symphoricarpos albus var. albus,common snowberry  
17540,morphology,key,fna,4456,morphology,148,,,Leaf faces hirsute to hirsuto-villous. Peduncles hirsute to hirsuto-villous (immediately proximal to heads). Ray corollas purplish to pink or white.
5190,key,morphology,fna,1838,key,481,,,"1 Plants in low, compact cushions or turfs; stems less than 1 cm (rarely to 4.5 cm); leaves 2-4(-6) mm, limb subtubulose, erect to wide-spreading, straight, shorter than (rarely equal to) length of sheath. morphology 1 Leucobryum albidum 1 Plants in tall, compact cushions or turfs; stems mostly 1-12.5 cm (rarely shorter); leaves mostly 3-9 mm, limb concave to subtubulose, erect-spreading, sometimes falcate-secund, 1-2(-3) times length of sheath. morphology 2 Leucobryum glaucum"
14323,key,taxon_identification,bc,215,key,44,,Bidens frondosa,Key to pinnate-leaved Bidens species in BC  
15740,morphology,taxon_identification,budds,324,morphology,68,311.0,,Valuable forage grasses. Many species grow very early in the season.
1749,key,morphology,fna,2024,key,671,,,"1 Leaflets 5–7, terminal blades 3–7 × 2–6 mm; bracts 1 or 2; flowers 2.5–3(–4) cm diam.; hypanthia subglobose to globose, densely pubescent and setose; distal branches pubescent or glabrous, without stellate hairs; sepals 8–12 × 2–4 mm, abaxial surfaces pubescent; hips eglandular, densely setose. morphology 1 Rosa minutifolia 1 Leaflets 3–5, terminal blades 8–18 × 5–13 mm; bracts 0; flowers 4–5 cm diam.; hypanthia cupulate, puberulent or glabrous; distal branches densely pubescent, with or without stellate hairs; sepals 12–20 × 4–5 mm, abaxial surfaces glabrous, sometimes puberulent; hips stipitate-glandular, densely or sparsely setose. morphology 2 Rosa stellata"
2410,morphology,key,fna,4810,morphology,797,,,"Stems above ground, caudices, branching or sometimes simple, short or elongate. Leaves usually persistent (withering in early summer in D. cymosa subsp. marcescens and D. parva); petiole absent; blade mostly laminar, sometimes subterete, turgid ± throughout. Cymes: branches 2-3(-6), simple or bifurcate; cincinni circinate or not. Pedicels erect to pendent, 1-35 mm. Flowers: petals erect to, rarely, ascending (sometimes tips outcurved), corolla barely open, tubular or tightly 5-gonal (loosely tubular, not tightly 5-gonal in D. farinosa), free margin of each petal usually connivent to adjacent petals (usually not connivent in D. farinosa); pistils usually connivent and erect in flower (suberect and not connivent in D. stolonifera), nearly erect or slightly ascending, not gibbous in fruit."
18314,habitat,taxon_identification,fna,12096,habitat,21,,,Habitat not specified
17422,morphology,key,fna,5728,morphology,170,,,Leaves: apex generally callous. Inflorescences spikelike or umbellate. Flowers in glomerules. Seeds usually without tuft of hairs; caruncle conspicuous to barely visible.
15507,morphology,key,budds,357,morphology,161,68.0,,"Very similar to the preceding species, but with bristles short and plants
less conspicuously bristly. On rock outcrops, and in open pine forests; Boreal
forest.
"
18815,taxon_identification,habitat,bc,3794,taxon_identification,57,,Astragalus alpinus,Alpine Milk-vetch (Alaskan Sagebrush; alpine milkvetch)  
7039,morphology,key,bc,3623,morphology,166,,Azolla caroliniana,"Leaves Scarcely overlapping, the upper lobes usually 0.5-0.6 mm long.Sporocarps Borne on floating lobes; hooked hairs without cross-walls; megaspores unknown. vol5_8 "
14389,taxon_identification,morphology,bc,4661,taxon_identification,20,,Setaria viridis,green bristlegrass  
2299,taxon_identification,habitat,bc,4035,taxon_identification,13,,Phragmites australis,common reed  
12380,key,morphology,fna,2244,key,434,,,"1 Leaves flexible, without resin canal, apex mucronate, soft-pointed, not sharp to touch; aril scarlet to orange-scarlet, soft, mucilaginous, thick, cup-shaped, open at apex, exposing hard seed coat. morphology 1 Taxus 1 Leaves rigid, stiff, with central resin canal, apex acute, spine-tipped, sharp to touch; aril green or green with purple streaks, leathery, resinous, thin, completely enclosing hard seed coat. morphology 2 Torreya"
15681,taxon_identification,habitat,bc,4250,taxon_identification,18,,Eschscholzia californica,California poppy  
11159,key,morphology,bc,788,key,73,,Listera cordata,"2. Lips wedge-shaped, with a pair of lateral teeth, no lobes at base.   "
14722,morphology,key,bc,3115,morphology,197,,Azolla filiculoides,Leaves The upper lobes 0.8-1 mm long.Sporocarps Borne on floating lobes; hooked hairs without cross-walls or rarely with 1 or 2 cross-walls; megaspores net-veined with raised hexagons at the base. 
2813,key,morphology,fna,1896,key,288,,,"1 Leaves alternate or indistinctly pseudoverticillate, blade 1-4.5 × 0.5-2.5 cm, petiole puberulous-lepidote. morphology 1 Jacquinia keyensis 1 Leaves usually distinctly pseudoverticillate, blade 3-8(-12) × 1.5-5 cm, petiole glabrous or sparsely puberulous. morphology 2 Jacquinia arborea"
11553,taxon_identification,habitat,bc,4999,taxon_identification,41,,Cuscuta pacifica var. pacifica,Cuscuta pacifica Engelm. var. pacifica   
3728,key,morphology,fna,729,key,1281,,,"1 Leaf blades subpalmately veined; inflorescences compact racemes; corollas 3.5-8 mm; anthers 1-locular, transversely dehiscent. morphology 1 Galax 1 Leaf blades pinnately veined or appearing 1-veined; inflorescences solitary flowers; corollas 14-25 mm or 2-10 mm; anthers 2-locular, transversely or longitudinally dehiscent morphology 2 2 Herbs, scapose; stems unbranched, erect; leaves basal, 30-80 mm, blade orbiculate to elliptic-orbiculate or ovate-oblong to ovate, pinnately veined; corollas 14-25 mm; anthers longitudinally dehiscent; staminodes present. morphology 2 Shortia 2 Subshrubs, caulescent; stems branched, mostly prostrate to decumbent; leaves cauline, 2-15 mm, blade lanceolate or narrowly oblanceolate to ovate, ovate-lanceolate, obovate, narrowly spatulate, or slightly falcate, appearing 1-veined; corollas 2-10 mm; anthers transversely or longitudinally dehiscent; staminodes absent or vestigial morphology 3 3 Leaves often densely congested, alternate, blade apex minutely apiculate; inflorescences sessile; anthers transversely dehiscent. morphology 3 Pyxidanthera 3 Leaves densely imbricate or in compact whorls, blade apex acute or obtuse (not apiculate); inflorescences pedicellate to subsessile; anthers longitudinally dehiscent. morphology 4 Diapensia"
8934,key,morphology,fna,1774,key,259,,,"1 Flowers green, tinged with purple, broadly campanulate; leaf blade yellowish green, 1–2 m × 2–5 cm. morphology 1 Hesperaloe funifera 1 Flowers rosy red to salmon, narrowly tubular; leaf blade dark green, 1–1.25 m × 2.5 cm. morphology 2 Hesperaloe parviflora"
18007,taxon_identification,key,bc,4981,taxon_identification,28,,Juniperus scopulorum,Juniperus scopulorum Sarg.  
9203,key,morphology,fna,801,key,795,,,"1 Leaves scalelike; anthers 1-locular; berries on recurved pedicels, 2-colored, explosively dehiscent; seeds sticky when fruit dehisces; endosperm globose to pyriform. morphology 1 Arceuthobium 1 Leaves well developed or scalelike; anthers 2-locular or multilocular; berries sessile, 1-colored, not explosively dehiscent; seeds mucilaginous when removed from fruit; endosperm ± flattened. morphology 2 2 Inflorescences spikelike thyrses, with intercalary meristems; flowers borne in cavities or grooves; anthers 2-locular; ovary 1-locular; embryos oriented longitudinally. morphology 2 Phoradendron 2 Inflorescences dichasial cymes, without intercalary meristems; flowers not borne in cavities or grooves; anthers multilocular; ovary 0-locular; embryos oriented transversely. morphology 3 Viscum"
10069,key,taxon_identification,bc,170,key,184,,Amelanchier alnifolia,"""Amelanchier cusickii flowers 10 to 15 days before A. alnifolia, which suggests that these two are genetically distinct. G. N. Jones (1946) noted that A. alnifolia and {i{A. cusickii  "
14506,taxon_identification,morphology,bc,4806,taxon_identification,11,,Alnus rubra,red alder  
12340,morphology,key,fna,4856,morphology,384,,,"Herbs, perennial, rhizomatous. Culms terete. Leaves basal; blade usually absent, rarely present (J. hallii and J. parryi), if present terete, channeled, not septate. Inflorescences lateral cymes, sympodial; bracts erect, terete, appearing to be continuation of culms; bracteoles 2, at base of perianth. Flowers borne singly, not in heads. Capsules 3-locular. Seeds usually not tailed."
5126,morphology,key,fna,3479,morphology,459,,,"Plants not rhizomatous. Culms 0.8-1 mm thick; ligules 0.2-0.4 mm; blades 1.5-2 mm wide. Spikes 7-14 cm, with 1 spikelet per node; internodes 7-9 mm. Spikelets 12-15 mm excluding the awns; disarticulation beneath the florets, sometimes also in the rachises. Glumes 15-21 mm including the awns, glume bodies 6-8 mm long, 0.7-1 mm wide, (1)3-4-veined; lemmas 10-11 mm excluding the awns, (14)18-37 mm including the awns, apices often bifid; anthers about 2.5 mm."
7517,morphology,key,fna,6074,morphology,162,,,"Shrubs, ascending, to 2(-3)m. Twigs densely tomentose. Leaf blade usually flat, to 60mm, veins not deeply impressed. Fruits: cup scales usually strongly recurved."
16607,key,taxon_identification,bc,602,key,19,,,KEY TO MALVACEAE   
15230,taxon_identification,morphology,bc,4255,taxon_identification,19,,Apocynum androsaemifolium var. pumilum,spreading dogbane  
4579,habitat,morphology,fna,12251,habitat,10,,,Tree bases
11917,morphology,key,fna,4448,morphology,25,,,Involucral awns uncinate.
6805,key,morphology,fna,2026,key,464,,,"1 Leaves 3–7, membranaceous, plicate; anthers bright green; pedicels stout. morphology 3 Liparis nervosa 1 Leaves 2, succulent, conduplicate; anthers yellow; pedicels slender. morphology 2 2 Lip 8–12 mm, mauve purplish, rarely green; column 3–4 mm; pedicels of fruiting capsules 11–18 mm. morphology 1 Liparis liliifolia 2 Lip 4–5.5 mm, green or yellowish green to yellowish white; column 2–3 mm; pedicels of fruiting capsules 3–7 mm. morphology 2 Liparis loeselii"
16423,key,morphology,fna,395,key,1419,,,"1 Capsules immersed, turbinate-urceolate, subglobose, short-ovoid, or obovoid, mouth wide; operculum planoconvex, sometimes subumbonate-apiculate; medial laminal cell papillae simple or multifid; stoloniform branches absent; perichaetial leaf margins ciliate (entire in H. detonsa); calyptrae 0.5-0.9 mm, pilose or naked; capsule stomata cryptoporic. morphology 1 Hedwigia 1 Capsules exserted, cylindric-fusiform, ellipsoid, ovate, turbinate, or pyriform, mouth wide or narrow; operculum conic, rostrate; medial laminal cell papillae simple; stoloniform branches present or absent; perichaetial leaf margins entire; calyptrae 2-4 mm, naked; capsule stomata phaneroporic morphology 2 2 Leaf apices concolorous, acute to abruptly short-acuminate, sometimes apiculate in larger leaves; medial laminal cells 3-4(-6)-papillose, papillae low, irregularly rounded; capsules cylindric-fusiform when dry, (1.9-)2-2.2 mm; operculum medium- to long-rostrate; leaves plicate when dry; stoloniform branches present; spores finely, evenly papillose. morphology 2 Braunia 2 Leaf apices opaque to translucent white, acute, ± gradually acuminate, or piliferous; medial laminal cells 1 (or 2)-papillose, papillae stoutly tuberculate; capsules obpyriform to turbinate when dry, 1-1.3 mm; operculum short-rostrate; leaves not plicate; stoloniform branches absent; spores finely to coarsely vermiculate-papillose. morphology 3 Pseudobraunia"
731,key,morphology,fna,2831,key,238,,,"1 Racemes 3-5 cm, straight, erect or ascending; sepals lanceolate; anthers 4-awned. morphology 1 Eubotrys racemosa 1 Racemes 5-12 cm, curved or recurved, spreading or ascending; sepals ovate; anthers 2-awned. morphology 2 Eubotrys recurva"
3709,morphology,key,fna,5315,morphology,374,,,"Plants usually annual, usually monoecious. Leaves with Kranz anatomy. Staminate flowers with calyx lobes not crested. Pistillate flowers lacking or rarely with a perianth (in A. covillei), enclosed by a pair of bracteoles. Bracteoles cuneate to ovate or obovate, united at least to 1/2 of length, faces with tubercles or crests or smooth. Seeds: radicle lateral or superior."
16506,key,morphology,bc,268,key,11,,,           
6222,morphology,habitat,fna,4086,morphology,13,,,North America
15034,key,morphology,fna,422,key,620,,,"1 Leaf blades ovate to elliptic, length ca. 1.5 times width, margins coarsely serrate; corolla 1.5–3.5 cm, campanulate, usually dark red proximally; involucellar bracts 6–14 mm, lanceolate to spatulate; stigmas 4 or 5, dark red; capsules 8–14 mm, 4 or 5-locular, glabrous on internal suture. morphology 1 Cienfuegosia drummondii 1 Leaf blades narrowly oblong-lanceolate, length 4–10 times width, margins entire; corolla 1–2 cm, rotate, not dark proximally; involucellar bracts 0.5–2 mm, subulate; stigmas 3, pallid; capsules 6–8 mm, 3-locular, copiously ciliate on internal suture. morphology 2 Cienfuegosia yucatanensis"
3732,morphology,key,bc,2610,morphology,147,,Pinus contorta var. latifolia,"Leaves Needles in groups of two, usually curved and slightly twisted, 2-7 cm long; deep green in var. contorta, yellowish-green in var. latifolia. "
2677,taxon_identification,morphology,bc,5350,taxon_identification,21,,Rorippa palustris ssp. hispida,hispid yellow cress  
14720,key,morphology,fna,1441,key,271,,,"1 Shrubs 1–4 dm; leaves 5–20 × 2–4 mm, usually linear to narrowly elliptic, rarely oblanceolate; capsules 3–4 mm. morphology 1. Paxistima canbyi 1 Shrubs 5–10 dm; leaves 8–34 × 3–12 mm, ovate, elliptic, or oblanceolate; capsules 4–7 mm. morphology 2. Paxistima myrsinites"
15500,key,morphology,fna,1597,key,384,,,"1 Plants 3–7 cm (forming dense clumps and mats); involucres cylindric, 8–10 × 3–5 mm; phyllaries purplish, margins white, apices purplish to dull brown (necrotic) morphology 1 Pinaropappus parvus 1 Plants 10–30 cm (forming individual rosettes or clumps); involucres campanulate, 10–15 × 12–20 mm; phyllaries pale green, margins pink, apices dark brown morphology 2 Pinaropappus roseus"
7999,key,morphology,fna,1392,key,527,,,"1 Heads borne singly, from axils of primary leaves; involucres 5–6 mm; corollas infundibular, tubes relatively long; cypselae sparsely gland-dotted and with forked hairs; carpopodia oblique; pappi 0. morphology 400 Shinnersia 1 Heads usually in loose or open, corymbiform, bracteate arrays; involucres 2–3 mm; corollas tubular-funnelform, tubes relatively short; cypselae eglandular, scabrellous on angles, without forked hairs; carpopodia at right angles; pappi persistent, of 2–6 setiform scales. morphology 399 Trichocoronis"
2742,key,morphology,fna,2508,key,396,,,"1 Plants with opposite, dissected, submersed leaves and (when flowering) with inconspicuous, alternate, linear-elliptic floating leaves 0.6–3 cm; stamens 3–6; submersed parts barely coated with mucilage. morphology 1 Cabomba 1 Plants with only alternate, entire, broadly elliptic floating leaves 3.5–13.5 cm; stamens 18–36(–51); submersed parts heavily coated with mucilage. morphology 2 Brasenia"
