,classification,predictions,dataset_name,row_id,classification,length,row,species,text
655,morphology,key,fna,3525,morphology,386,,,"Culms 10-20 cm, erect. Blades glabrous or puberulent abaxially. Spikes 3-6 cm, exserted or partly included, with 3 spikelets per node. Spikelets in the central position usually with 2 fertile florets, the lateral spikelets usually with rudimentary to awnlike florets. Glume awns 15-50 mm, usually entire; lemma awns of fertile florets 15-30 mm; paleas with or without distinct bristles."
1711,key,taxon_identification,bc,354,key,40,,Douglasia laevigata,Key to the Species and Taxonomic Notes  
2135,key,taxon_identification,bc,1217,key,40,,Pinus ponderosa,Key to the Species and Taxonomic Notes  
1457,key,taxon_identification,bc,1071,key,40,,Myriophyllum pinnatum,Key to the Species and Taxonomic Notes  
134,key,morphology,fna,1544,key,203,,,1 Calyx glabrous; seeds papillose; petals 6–10 cm; leaves 5–20 cm. morphology 1 Romneya coulteri 1 Calyx appressed-pubescent; seeds smooth; petals 4–8 cm; leaves 3–10 cm. morphology 2 Romneya trichocalyx
957,morphology,key,bc,2136,morphology,174,,Acer circinatum,"Leaves Opposite, 3-12 cm wide, 7- to 9-lobed, hairy on the lower surface and on the upper surface along the veins, becoming golden to bright red (in full sun) in the autumn. "
2337,key,morphology,fna,600,key,1267,,,"1 Hypophysis ± globose, ovoid, or turbinate, much wider than urn morphology 2 1 Hypophysis umbrelliform, or if globose or narrowly pyriform, not much wider than urn morphology 3 2 Hypophysis yellow or pink, rarely reddish; leaves narrowly oblong-obovate to long- lanceolate; margins spinose-dentate distally; apices slender-acuminate. morphology 1 Splachnum ampullaceum 2 Hypophysis red-purple when moist; leaves ovate to obovate; margins entire; apices blunt, rounded, or obtuse. morphology 2 Splachnum vasculosum 3 Hypophysis umbrelliform, much wider than urn morphology 4 3 Hypophysis spheric, narrowly pyriform, or obovoid, not much wider than urn morphology 5 4 Hypophysis discoid-umbrelliform, yellow; leaf margins serrate to subentire distally. morphology 3 Splachnum luteum 4 Hypophysis convex-umbrelliform, bright magenta red; leaf margins coarsely serrate distally, toothed nearly to base. morphology 4 Splachnum rubrum 5 Setae longer than 1 cm; hypophysis green, red-brown when dry; leaves broadly obovate; apices abruptly short- to long-acuminate. morphology 5 Splachnum sphaericum 5 Setae shorter than 1 cm; hypophysis greenish, dark red or purplish distally; leaves long- lanceolate; apices slenderly long-acuminate. morphology 6 Splachnum pensylvanicum"
1293,key,morphology,budds,148,key,291,121.0,,"1. Perigynia 3-3.5 mm long, round; leaves

stiff and scabrous var. digyna Bock.

Perigynia 2-4 mm long, angled; leaves

soft, not scabrous 2

2. Perigynia 2-3 mm long, with the beak

about 0.5 mm long \M.pensylvanica

Perigynia 3-4 long, with the beak more

than 1 mm long var. distans Peck "
2336,key,morphology,fna,1463,key,9040,,,"1 Branch leaves with denticulate margin along a resorption furrow. morphology 77 Sphagnum molle 1 Branch leaf margins plain and bordered without a resorption furrow morphology 2 2 Stem leaves with broad lacerate to fimbriate apex morphology 3 2 Stem leaves with acute, slightly toothed, notched, erose, or rounded apex morphology 11 3 Stem leaves with broad, lacerate apex equal to or less than one half the width of the leaf morphology 4 3 Stem leaves with broad lacerate apex greater or equal to one half the width of the leaf morphology 7 4 Plants red-pigmented morphology 5 4 Plants brown-pigmented, branch leaves ovate-lanceolate and relatively shallow or moderately concave morphology 6 5 Branch leaves ovate and deeply concave, stem cortex aporose morphology 65 Sphagnum andersonianum 5 Branch leaves ovate-lanceolate and only slightly concave, stem cortex usually porose morphology 81 Sphagnum russowii 6 Branch leaves greater than 1.4 mm. morphology 67 Sphagnum arcticum 6 Branch leaves less than 1.4 mm. morphology 74 Sphagnum fuscum 7 Stem leaves spatulate, fimbriate to lacerate across broad apex and along the margins for one-half or more the length; plants slender with conspicuous terminal bud and frequently with numerous sporophytes. morphology 72 Sphagnum fimbriatum 7 Stem leaves lingulate, fimbriate across the apex; plants small to moderate-sized and rigid, terminal bud if present not conspicuous, sporophytes may or may not be present morphology 8 8 Branch fascicles of three spreading and one to two pendent branches; plants green to variegated green and red or red-brown, sporophytes usually present. morphology 80 Sphagnum rubiginosum 8 Branch fascicles of two spreading and one to two pendent branches; plants green or variegated green and brown or golden brown, sporophytes usually not present morphology 9 9 Surface cells of the stem predominately aporose, but some cells with one elliptical pore at distal cell end; branch leaves longer than 1.4 mm; stem leaves usually longer than 1.2 mm; plants typically brown to dark brown. morphology 67 Sphagnum arcticum 9 Surface cells of the stem usually porose with a single elliptical pore in distal portion of cell, but usually free from the cell end wall; branch leaves shorter than 1.4 mm; most stem leaves shorter than 1.2 mm; plants green to brown morphology 10 10 Stem leaf hyaline cells frequently septate, strongly so along margins in upper half. morphology 72 Sphagnum fimbriatum 10 Stem leaves only occasionally septate. morphology 75 Sphagnum girgensohnii 11 Plants brown colored; stem brown in green forms morphology 12 11 Plants red, purple-red; stem green, yellow-green, red or pink in green forms morphology 18 12 Plants without conspicuous metallic sheen when dry morphology 13 12 Plants with metallic sheen when dry morphology 15 13 Stem leaves lingulate; branch leaves equal to or less than 1.3 mm; plants small morphology 74 Sphagnum fuscum 13 Stem leaves lingulate- triangular, broadly ovate-triangular to sublingulate; branch leaves greater than 1.3 mm, plants moderate in size morphology 14 14 Stem leaves lingulate-triangular, 1.5-2 mm, apex right angled to apiculate, retort cells with conspicuous neck; northeastern North American coastal regions south to Delaware. morphology 73 Sphagnum flavicomans 14 Stem leaves broadly oblong-ovate to sublingulate, 1.2-1.8 mm, apex broadly acute to narrowly truncate and toothed; branch leaves loosely arranged and spreading, abruptly involute-acuminate in distal third of leaf from ovate to elliptic base, 1.3-2 mm; retort cells with very short or no noticeable neck; one known locality, in British Columbia. morphology 76 Sphagnum junghuhnianum 15 Branch leaves 5-ranked; stem leaves with rounded apices frequently fimbriate, plants very dark brown morphology 16 15 Stem leaves unranked, with hyaline cells rarely more than once septate and apices rarely fimbriate morphology 17 16 Plants with purplish tinge; stem leaves lingulate, hyaline cells in middle of leaf 0-1-septate. morphology 69 Sphagnum beothuk 16 Plants with deep red tinge; stem leaves triangular-lingulate, hyaline cells in middle of leaf 1-2-septate morphology 70 Sphagnum bergianum 17 Stem leaves lingulate-triangular to lingulate, 1-1.5 mm, apex broadly rounded to obtusely angled, and sometimes apiculate, border strongly broadened at base; branch leaves 1.2-1.7 mm, ovate-lanceolate and short-pointed; plants yellowish brown to dark brown. morphology 83 Sphagnum subfulvum 17 Stem leaves oblong-triangular, 1.3-1.7 mm, apex broadly acute and usually narrowed to a concave cuspidate point, border slightly broadened at based; branch leaves 1.5-2 mm, narrow-lanceolate, apex recurved when dry; plants yellow-brown and tinged with pink to purplish red morphology 84 Sphagnum subnitens 18 Branch leaf hyaline cells in apical region of abaxial surface with very small (less than 2 µm), round, strongly ringed pores; branch leaves strongly 5-ranked. morphology 88 Sphagnum warnstorfii 18 Branch leaf hyaline cells in apical region on abaxial surface with moderate to large (more than 3 µm) pores, with moderate to no observable rings; branch leaves variously ranked morphology 19 19 Stem leaves triangular to triangular-lingulate morphology 20 19 Stem leaves variously shaped, but not triangular to triangular-lingulate, border thickness various at base morphology 22 20 Branch leaves strongly 5-ranked. morphology 78 Sphagnum quinquefarium 20 Branch leaves unranked morphology 21 21 Stem leaves not strongly bordered basally, 1 hanging branch per fascicle morphology 82 Sphagnum sitchense 21 Stem leaves strongly bordered basally, 2 hanging branches per fascicle. morphology 85 Sphagnum subtile 22 Stem leaves lingulate to spatulate, broadest above middle, toothed across broad truncate apex; branch leaves oblong-ovate to elliptic, 1.3-2 mm, with 6-12 teeth across broad apex morphology 66 Sphagnum angermanicum 22 Stem leaves variously shaped, broadest at base; branch leaves with few or no teeth across narrow apex morphology 23 23 Outer stem cortical cells porose. morphology 81 Sphagnum russowii 23 Outer stem cortical cells aporose morphology 24 24 Branch leaves 5-ranked morphology 25 24 Branch leaves unranked morphology 28 25 Stem leaves usually less than 1.1 mm. morphology 86 Sphagnum talbotianum 25 Stem leaves usually more than 1.1 mm morphology 26 26 Stem leaves broadly triangular to triangular-lingulate; branch leaves straight. morphology 89 Sphagnum wilfii 26 Stem leaves lingulate to lingulate-triangular; branch leaves straight to subsecund morphology 27 27 Stem leaves narrowly lingulate-triangular, 1.2-1.8 mm, margins nearly parallel for 3/4 the length of the leaf, apex acute to apiculate, weakly to moderately broadened border at base with the total stem leaf border width less than 0.2 mm; stem leaf hyaline cells rhombic in shape and 0-1-septate; branch leaves narrowly ovate-lanceolate and nearly all straight. morphology 68 Sphagnum bartlettianum 27 Stem leaves lingulate to lingulate-triangular, 1.2-1.5 mm, margins not strictly parallel in proximal portion of leaf, apex broadly rounded, acute in hemiisophyllous forms, strongly bordered at base with the total stem leaf border width usually greater than 0.2 mm; stem leaf hyaline cells rhombic in shape and with at least some in the middle of leaf 2-septate; branch leaves ovate to ovate-lanceolate and falcate-secund on at least some branches. morphology 79 Sphagnum rubellum 28 Branch fascicles with nearly all having two spreading and one pendent branch; branch leaves small, usually less than 1.1 mm, ovate and concave; stem leaves lingulate, usually less than 1.2 mm, apex rounded to slightly apiculate; capitulum diameter usually less than 2.8 mm. morphology 65 Sphagnum andersonianum 28 Branch fascicles of two spreading and two pendent branches, some fascicles with a single pendent branch; branch leaves moderate in size, longer than 1.1 mm, ovate to ovate-lanceolate, not particularly strongly concave; stem leaves elongate triangular-lingulate, usually longer than 1.2 mm, apex acute and usually toothed; capitulum diameter usually greater than 3 mm morphology 29 29 Plants with conspicuous metallic sheen when dry. morphology 84 Sphagnum subnitens 29 Plants lacking conspicuous metallic sheen when dry morphology 30 30 Stem leaves variously fibrillose or efibrillose, triangular- lingulate, small to moderate in size (1.2-1.4 mm, 0.5-0.8 mm wide at base), border at base moderately broadened with a total border width of 0.15-0.25 mm; branch leaves ovate-lanceolate, 1.1-1.4 mm, large round pores restricted to proximal sides and portions of adaxial surface. morphology 71 Sphagnum capillifolium 30 Stem leaves usually fibrillose throughout, elongate-triangular to elongate triangular-ovate, moderate in size (1.3-1.7 mm, 0.3-0.4 mm wide at base), border at base only slightly broadened with total border width of 0.15 mm or less; branch leaves ovate, 1.2-1.7 mm, large round pores throughout adaxial surface. morphology 87 Sphagnum tenerum"
1365,morphology,key,fna,5845,morphology,399,,,"Shrubs, 0.5–1.5 m. Stems erect, ascending, or spreading; branchlets gray to grayish brown. Leaf blades of fascicled and non-fascicled leaves flat to ± cupped, widely obovate to orbiculate, 4–10 × 4–6 mm, length usually less than 2 times width, margins 5–9-toothed, apex rounded to truncate. Flowers: sepals, petals, and nectary usually pale to deep blue, rarely white. Capsules 5–6 mm wide. 2n = 24."
76,morphology,key,bc,2555,morphology,70,,Ambrosia chamissonis,Fruits Achenes enclosed within the involucral bracts; pappus lacking. 
954,key,morphology,budds,142,key,415,3.0,,"Division: SPERMATOPHYTA — seed-bearing plants 
Subdivision: GYM NOS PER MAE — plants with naked seeds 

1. Cones reduced to a single ovule, fruit a 

one-seeded berry TAXACEAE, p. 56 

Cones many-seeded, fleshy or woody 2 

2. Leaves scale-like or awl-shaped, often 

overlapping; opposite or whorled CUPRESSACEAE, p. 60 

Leaves linear or needle-shaped, not over- 
lapping; alternate or clustered PINACEAE, p. 56 
"
11,key,morphology,budds,81,key,153,90.0,,"Perennial with rhizomes; panicles narrow;
outer glumes not winged P. arundinacea

Annual; panicles spike-like, ovate; outer
glumes winged P. canariensis
"
1004,key,morphology,budds,7,key,293,31.0,,"1. Leaves acute, not bristle-tipped, rootlets

few S. selaginoides

Leaves bristle-tipped, rootlets many 2

2. Plants blue green, glaucous, loosely

tufted S. wallacei

Plants green, densely tufted 3

3. Bristle 1.0-2.0 mm, conspicuous S. densa

Bristle 0.3-0.5 mm, inconspicuous S. rupestris "
2487,morphology,key,fna,4908,morphology,2345,,,"Plants forming mats, cushions, or loosely caespitose, dull yellow or green to dark green. Stems 1–5(–8) cm, erect, simple or sparingly branched; sparsely tomentose or radiculose proximally. Leaves straight, not secund, more or less strongly and irregularly contorted or crisped with incurved apices when dry, the limb concave and erect-spreading to squarrose from an erect base when wet, narrowly to broadly oblong- or ovate-lanceolate or ligulate; apex acute to rounded-obtuse; margins involute-tubulose to plane or strongly recurved, rarely 2-stratose, distally irregularly and abruptly serrulate-dentate, with narrow, fragile decurrencies; apex acute to rounded-obtuse; costa narrow or broad, subpercurrent, sharply mammillose or densely covered with horned (columnar) papillae on both surfaces to nearly smooth, not rhizoidiferous, guide cells in 1 row, often individual cells in pairs, stereid bands 2 proximal to midleaf, adaxial band less developed, abaxial band strong, adaxial and abaxial epidermis distinct; all cells not pitted; medial laminal cells rounded-quadrate to short-rectangular, 1(–2):1, sharply to bluntly mammillose on both surfaces or merely convex near apex, or densely covered with horned (columnar) papillae on both surfaces, sometimes 2-stratose near costa, walls evenly thickened; alar cells not differentiated in size or color; basal cells rectangular, 3(–5):1. Specialized asexual reproduction occasional, by multicellular gemmae borne on branching stalks in leaf axils. Sexual condition autoicous or dioicous; perigonial buds below the perichaetium and sessile or terminal on male plants, perigonial leaves ovate, concave, short-acuminate; perichaetial leaves similar to distal cauline leaves. Seta single, yellow at first, becoming red-brown, 4–20 mm, erect. Capsule erect to weakly inclined, exserted, oblong-ovate, straight, arcuate to zygomorphic, with or without struma, smooth or irregularly furrowed-rugose when dry; operculum obliquely long-rostrate, usually as long as urn; basal membrane low, projecting above the mouth; peristome teeth 16, divided to the middle into 2 divisions, dark red, vertically pitted-striolate basally, papillose distally; annulus none. Calyptra cucullate, somewhat roughened at apex, covering capsule to just below the mouth. Spores 12–18(–20) µm, smooth or minutely papillose."
1790,taxon_identification,morphology,bc,5109,taxon_identification,44,,Dichanthelium acuminatum,western witchgrass (tapered rosette grass)  
1453,morphology,key,fna,4636,morphology,632,,,"Rhizomes shallowly set, 1–2 cm thick. Stems arching, angled, 1–12 dm, sparsely hirsute distally; sheathing bract cauline, papery, caducous. Leaves short-petiolate, 7–12.5 × 3–7 cm; blade elliptic-lanceolate to ovate, glabrous adaxially, minutely hairy or pilose on abaxial veins, apex abruptly acuminate; prominent veins 3–9. Inflorescences in most leaf axils except distalmost and proximal 2–4; peduncle reflexed, axillary 2–3(–4)-flowered. Flowers: perianth whitish, tipped with green, tube 10–18 mm, distinct tips 3 mm; stamens inserted near middle of perianth tube; filaments glabrous or sparsely downy. Berries 6–9 mm. 2n = 20."
2050,key,morphology,budds,9,key,235,35.0,,"Branchlets not hairy; cones falling the first

winter; cones oblong-cylindric, often over 3

cm long P. glauca

Branchlets somewhat hairy; cones remaining

on tree for several years; cones oval or

ovoid, not over 3 cm long P. mariana "
